 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),  dRA*cosD, d(DEC)/dt,  T-O-M, MN_Illu%,
****************************************************************************************
$$SOE
 2018-Jan-07 14:00, , ,   182.85641,    2.53542,  2102.310,  -645.906, 0.0000,  63.3355,
 2018-Jan-07 15:00, , ,   183.41782,    2.35562,  1934.549,  -648.446, 0.0000,  62.8773,
 2018-Jan-07 16:00, ,m,   183.93156,    2.17486,  1761.756,  -652.773, 0.0000,  62.4547,
 2018-Jan-07 17:00, ,m,   184.39777,    1.99270,  1594.820,  -658.364, 0.0000,  62.0677,
 2018-Jan-07 18:00, ,m,   184.81961,    1.80889,  1444.641,  -664.600, 0.0000,  61.7142,
 2018-Jan-07 19:00, ,m,   185.20318,    1.62334,  1321.328,  -670.815, 0.0000,  61.3895,
 2018-Jan-07 20:00, ,m,   185.55718,    1.43614,  1233.375,  -676.367, 0.0000,  61.0869,
 2018-Jan-07 21:00, ,m,   185.89238,    1.24755,  1186.891,  -680.697, 0.0000,  60.7982,
 2018-Jan-07 22:00,A,m,   186.22079,    1.05798,  1185.030,  -683.396, 0.0000,  60.5141,
 2018-Jan-07 23:00,N,m,   186.55488,    0.86791,  1227.672,  -684.244, 0.0000,  60.2250,
 2018-Jan-08 00:00,*,m,   186.90663,    0.67786,  1311.439,  -683.230, 0.0000,  59.9215,
 2018-Jan-08 01:00,*,m,   187.28665,    0.48831,  1430.035,  -680.548, 0.0000,  59.5955,
 2018-Jan-08 02:00,*,m,   187.70346,    0.29969,  1574.840,  -676.561, 0.0000,  59.2402,
 2018-Jan-08 03:00,*,m,   188.16296,    0.11229,  1735.686,  -671.754, 0.0000,  58.8509,
 2018-Jan-08 04:00,*, ,   188.66811,   -0.07375,  1901.685,  -666.675, 0.0000,  58.4253,
 2018-Jan-08 05:00,*, ,   189.21882,   -0.25843,  2062.026,  -661.875, 0.0000,  57.9633,
 2018-Jan-08 06:00,*, ,   189.81211,   -0.44189,  2206.658,  -657.856, 0.0000,  57.4671,
 2018-Jan-08 07:00,*, ,   190.44239,   -0.62442,  2326.838,  -655.029, 0.0000,  56.9409,
 2018-Jan-08 08:00,*, ,   191.10183,   -0.80639,  2415.519,  -653.685, 0.0000,  56.3907,
 2018-Jan-08 09:00,*, ,   191.78095,   -0.98823,  2467.616,  -653.971, 0.0000,  55.8241,
 2018-Jan-08 10:00,N, ,   192.46912,   -1.17039,  2480.164,  -655.887, 0.0000,  55.2493,
 2018-Jan-08 11:00, , ,   193.15521,   -1.35331,  2452.389,  -659.280, 0.0000,  54.6752,
 2018-Jan-08 12:00, , ,   193.82818,   -1.53735,  2385.732,  -663.848, 0.0000,  54.1107,
 2018-Jan-08 13:00, , ,   194.47766,   -1.72278,  2283.805,  -669.159, 0.0000,  53.5640,
 2018-Jan-08 14:00, , ,   195.09461,   -1.90972,  2152.286,  -674.666, 0.0000,  53.0426,
 2018-Jan-08 15:00, , ,   195.67181,   -2.09813,  1998.728,  -679.745, 0.0000,  52.5525,
 2018-Jan-08 16:00, , ,   196.20437,   -2.28781,  1832.262,  -683.738, 0.0000,  52.0976,
 2018-Jan-08 17:00, ,m,   196.69010,   -2.47836,  1663.151,  -686.006, 0.0000,  51.6801,
 2018-Jan-08 18:00, ,m,   197.12976,   -2.66921,  1502.216,  -686.000, 0.0000,  51.2995,
 2018-Jan-08 19:00, ,m,   197.52711,   -2.85968,  1360.112,  -683.319, 0.0000,  50.9531,
 2018-Jan-08 20:00, ,m,   197.88875,   -3.04899,  1246.526,  -677.779, 0.0000,  50.6360,
 2018-Jan-08 21:00, ,m,   198.22377,   -3.23636,  1169.370,  -669.452, 0.0000,  50.3409,
 2018-Jan-08 22:00,A,m,   198.54312,   -3.42105,  1134.058,  -658.685, 0.0000,  50.0595,
 2018-Jan-08 23:00,N,m,   198.85883,   -3.60249,  1142.994,  -646.081, 0.0000,  49.7821,
 2018-Jan-09 00:00,*,m,   199.18319,   -3.78027,  1195.330,  -632.451, 0.0000,  49.4990,
 2018-Jan-09 01:00,*,m,   199.52780,   -3.95425,  1287.056,  -618.737, 0.0000,  49.2009,
 2018-Jan-09 02:00,*,m,   199.90276,   -4.12454,  1411.394,  -605.920, 0.0000,  48.8796,
 2018-Jan-09 03:00,*,m,   200.31595,   -4.29153,  1559.435,  -594.929, 0.0000,  48.5287,
 2018-Jan-09 04:00,*,m,   200.77259,   -4.45585,  1720.918,  -586.557, 0.0000,  48.1438,
 2018-Jan-09 05:00,*, ,   201.27495,   -4.61832,  1885.049,  -581.406, 0.0000,  47.7229,
 2018-Jan-09 06:00,*, ,   201.82230,   -4.77988,  2041.267,  -579.844, 0.0000,  47.2662,
 2018-Jan-09 07:00,*, ,   202.41109,   -4.94157,  2179.891,  -581.997, 0.0000,  46.7765,
 2018-Jan-09 08:00,*, ,   203.03524,   -5.10439,  2292.629,  -587.744, 0.0000,  46.2582,
 2018-Jan-09 09:00,*, ,   203.68660,   -5.26930,  2372.932,  -596.735, 0.0000,  45.7179,
 2018-Jan-09 10:00,N, ,   204.35545,   -5.43712,  2416.239,  -608.409, 0.0000,  45.1632,
 2018-Jan-09 11:00, , ,   205.03109,   -5.60849,  2420.109,  -622.024, 0.0000,  44.6025,
 2018-Jan-09 12:00, , ,   205.70245,   -5.78382,  2384.287,  -636.677, 0.0000,  44.0447,
 2018-Jan-09 13:00, , ,   206.35867,   -5.96324,  2310.707,  -651.346, 0.0000,  43.4986,
 2018-Jan-09 14:00, , ,   206.98973,   -6.14660,  2203.437,  -664.927, 0.0000,  42.9722,
 2018-Jan-09 15:00, , ,   207.58700,   -6.33344,  2068.557,  -676.288, 0.0000,  42.4726,
 2018-Jan-09 16:00, , ,   208.14382,   -6.52297,  1913.942,  -684.340, 0.0000,  42.0052,
 2018-Jan-09 17:00, , ,   208.65592,   -6.71414,  1748.930,  -688.115, 0.0000,  41.5738,
 2018-Jan-09 18:00, ,m,   209.12180,   -6.90563,  1583.854,  -686.862, 0.0000,  41.1798,
